symbol,organ_name,icb_name3,icb_name2,icb_name4,com_type_code,icb_code1,icb_code2,icb_code3,icb_code4
SIP,Công ty Cổ phần Đầu tư Sài Gòn VRG,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
SFG,Công ty Cổ phần Phân bón Miền Nam,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
SPM,Công ty Cổ phần S.P.M,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
SGT,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Phần mềm & Dịch vụ Máy tính,Công nghệ Thông tin,Internet,CT,9000,9500,9530,9535
SHC,Công ty Cổ phần Hàng hải Sài Gòn,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
SHI,Công ty Cổ phần Quốc tế Sơn Hà,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
THN,Công ty Cổ phần Cấp nước Thanh Hóa,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
SHG,Tổng Công ty Cổ phần Sông Hồng,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
BTB,Công ty Cổ phần Bia Hà Nội - Thái Bình,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
SZC,Công ty Cổ phần Sonadezi Châu Đức,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
SHN,Công ty Cổ phần Đầu tư Tổng hợp Hà Nội,Khai khoáng,Tài nguyên Cơ bản,Khai thác Than,CT,1000,1700,1770,1771
SHS,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
SBV,Công ty Cổ phần Siam Brothers Việt Nam,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,CT,5000,5300,5370,5379
SII,Công ty Cổ phần Hạ tầng Nước Sài Gòn,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
SIV,Công ty Cổ phần SIVICO,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
SJ1,Công ty Cổ phần Nông nghiệp Hùng Hậu,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
SJC,Công ty Cổ phần Sông Đà 1.01,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
SQC,Công ty Cổ phần Khoáng sản Sài Gòn - Quy Nhơn,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
SJF,Công ty Cổ phần Đầu tư Sao Thái Dương,Lâm nghiệp và Giấy,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,CT,1000,1700,1730,1733
SJM,Công ty Cổ phần Sông Đà 19,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TTH,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
SKG,Công ty Cổ phần Tàu Cao tốc Superdong - Kiên Giang,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
SKN,Công ty Cổ phần Nước giải khát Sanna Khánh Hòa,Bia và đồ uống,Thực phẩm và đồ uống,Đồ uống & giải khát,CT,3000,3500,3530,3537
SLD,Công ty Cổ phần Địa Ốc Sacom,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
SLS,Công ty Cổ phần Mía đường Sơn La,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
SZG,Công ty Cổ phần Sonadezi Giang Điền,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
SMB,Công ty Cổ phần Bia Sài Gòn - Miền Trung,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
SMC,Công ty Cổ phần Đầu tư Thương mại SMC,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
TID,Công ty Cổ phần Tổng Công ty Tín Nghĩa,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
NSL,Công ty Cổ phần Cấp nước Sơn La,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
SMT,Công ty Cổ phần SAMETEL,Thiết bị và Phần cứng,Công nghệ Thông tin,Thiết bị viễn thông,CT,9000,9500,9570,9578
SPI,Công ty Cổ phần Spiral Galaxy,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
SIG,Công ty Cổ phần Đầu tư và Thương mại Sông Đà,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
SPB,Công ty Cổ phần Sợi Phú Bài,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
SNZ,Tổng Công ty Cổ phần Phát triển Khu Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
SHE,Công ty Cổ phần Phát triển Năng Lượng Sơn Hà,Hàng gia dụng,Hàng cá nhân & Gia dụng,Đồ gia dụng lâu bền,CT,3000,3700,3720,3722
SBR,Công ty Cổ phần Cao su Sông Bé,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
ISH,Công ty Cổ phần Thủy điện Srok Phu Miêng IDICO,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
SRF,Công ty Cổ phần Searefico,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
SSF,Công ty Cổ phần Giáo dục G Sài Gòn,Hàng cá nhân,Hàng cá nhân & Gia dụng,Giầy dép,CT,3000,3700,3760,3765
SPC,Công ty Cổ phần Bảo vệ Thực vật Sài Gòn,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
TCJ,Công ty Cổ phần Tô Châu,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
SSM,Công ty Cổ phần Chế tạo kết cấu thép VNECO.SSM,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
SJG,Tổng Công ty Sông Đà,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
SRC,Công ty Cổ phần Cao su Sao Vàng,Ô tô và phụ tùng,Ô tô và phụ tùng,Lốp xe,CT,3000,3300,3350,3357
TPC,Công ty Cổ phần Nhựa Tân Đại Hưng,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
STC,Công ty Cổ phần Sách và Thiết bị trường học Thành phố Hồ Chí Minh,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
TSG,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn,Vận tải,Hàng & Dịch vụ Công nghiệp,Đường sắt,CT,2000,2700,2770,2775
S4A,Công ty Cổ phần Thủy điện Sê San 4A,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
SSN,Công ty Cổ phần Xuất nhập khẩu Thủy sản Sài Gòn,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
STB,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
STG,Công ty Cổ phần Kho Vận Miền Nam,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
THP,Công ty Cổ phần Thủy sản và Thương mại Thuận Phước,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
STL,Công ty Cổ phần Sông Đà - Thăng Long,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
STP,Công ty Cổ phần Công nghiệp Thương mại Sông Đà,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
STS,Công ty Cổ phần Dịch vụ vận tải Sài Gòn,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
SZB,Công ty Cổ phần Sonadezi Long Bình,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
STT,Công ty Cổ phần Vận chuyển Sài Gòn Tourist,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
DTH,Công ty Cổ phần Dược - Vật tư Y tế Thanh Hóa,Thiết bị và Dịch vụ Y tế,Y tế,Thiết bị y tế,CT,4000,4500,4530,4535
VHE,Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
SVC,Công ty Cổ phần Dịch vụ tổng hợp Sài Gòn,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,CT,3000,3300,3350,3353
TAW,Công ty Cổ phần Cấp nước Trung An,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
SVH,Công ty Cổ phần Thủy điện Sông Vàng,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
SVI,Công ty Cổ phần Bao bì Biên Hòa,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
TCI,Công ty Cổ phần Chứng khoán Thành Công,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
SVN,Công ty Cổ phần Tập đoàn Vexilla Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TAL,Công Ty Cổ Phần Đầu Tư Bất Động Sản Taseco,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
SVT,Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông,Bán lẻ,Bán lẻ,Dịch vụ tiêu dùng chuyên ngành,CT,5000,5300,5370,5377
SWC,Tổng Công ty Cổ phần Đường Sông Miền Nam,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
RTB,Công ty Cổ phần Cao su Tân Biên,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
SZL,Công ty Cổ phần Sonadezi Long Thành,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
TCT,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
G36,Tổng Công ty 36 - Công ty Cổ phần,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TA6,Công ty Cổ phần Đầu tư và Xây lắp Thành An 665,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TA9,Công ty Cổ phần Xây lắp Thành An 96,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VCP,Công ty Cổ phần Xây dựng và Năng lượng VCP,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
TDH,Công ty Cổ phần Phát triển Nhà Thủ Đức,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
TTD,Công ty Cổ phần Bệnh viện Tim Tâm Đức,Thiết bị và Dịch vụ Y tế,Y tế,Chăm sóc y tế,CT,4000,4500,4530,4533
TDS,Công ty Cổ phần Thép Thủ Đức - VNSTEEL,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
TDT,Công ty Cổ phần Đầu tư và Phát triển TDT,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
TDW,Công ty Cổ phần Cấp nước Thủ Đức,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
TST,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,Phần mềm & Dịch vụ Máy tính,Công nghệ Thông tin,Dịch vụ Máy tính,CT,9000,9500,9530,9533
TTB,Công ty Cổ phần TTBGROUP,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TTT,Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
TKA,Công ty Cổ phần Bao bì Tân Khánh An,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
TET,Công ty Cổ phần Vải sợi May mặc Miền Bắc,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
TGG,Công ty Cổ phần The Golden Group,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HUB,Công ty Cổ phần Xây lắp Thừa Thiên Huế,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TTZ,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TBC,Công ty Cổ phần Thủy điện Thác Bà,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
TLP,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
TVD,Công ty Cổ phần Than Vàng Danh - Vinacomin,Khai khoáng,Tài nguyên Cơ bản,Khai thác Than,CT,1000,1700,1770,1771
TBH,Công ty Cổ phần Tổng Bách Hóa,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
TV1,Công ty Cổ phần Tư vấn Xây dựng Điện 1,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT,2000,2700,2790,2791
TBX,Công ty Cổ phần Xi măng Thái Bình,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TCB,Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
THG,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TVS,Công ty Cổ phần Chứng khoán Thiên Việt,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
TCL,Công ty Cổ phần Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
TCO,Công ty Cổ phần TCO Holdings,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
TCW,Công ty Cổ phần Kho Vận Tân Cảng,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
THW,Công ty Cổ phần Cấp nước Tân Hòa,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
TDC,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",CT,8000,8600,8630,8637
TXM,Công ty Cổ phần VICEM Thạch cao Xi Măng,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
GTD,Công ty Cổ phần Giầy Thượng Đình,Hàng cá nhân,Hàng cá nhân & Gia dụng,Giầy dép,CT,3000,3700,3760,3765
TDG,Công ty Cổ phần Đầu tư TDG Global,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
UCT,Công ty Cổ phần Đô thị Cần Thơ,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
TDM,Công ty Cổ phần Nước Thủ Dầu Một,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
UEM,Công ty Cổ phần Cơ điện Uông Bí - Vinacomin,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
NTH,Công ty Cổ phần Thủy điện Nước Trong,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
TDP,Công ty Cổ phần Thuận Đức,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
FCC,Công ty Cổ phần Liên hợp Thực phẩm,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
UIC,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
CET,Công ty Cổ phần HTC Holding,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng cá nhân,CT,3000,3700,3760,3767
TED,Tổng Công ty Tư vấn Thiết kế Giao thông Vận tải - CTCP,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TEL,Công ty Cổ phần Phát triển Công trình Viễn thông,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TMX,Công ty Cổ phần VICEM Thương mại Xi măng,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TFC,Công ty Cổ phần Trang,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
MBS,Công ty Cổ phần Chứng khoán MB,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
MTB,Công ty Cổ phần Môi trường và Công trình đô thị tỉnh Thái Bình,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
TNG,Công ty Cổ phần Đầu tư và Thương mại TNG,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
UPC,Công ty Cổ phần Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Tiện ích khác,CT,7000,7500,7570,7575
TPP,Công ty Cổ phần Tân Phú Việt Nam,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
THB,Công ty Cổ phần Bia Hà Nội - Thanh Hóa,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
USD,Công ty Cổ phần Công trình Đô thị Sóc Trăng,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
THD,Công ty Cổ phần Thaiholdings,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",CT,8000,8600,8630,8637
UXC,Công ty Cổ phần Chế biến Thủy sản Út Xi,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
VAB,Ngân hàng Thương mại Cổ phần Việt Á,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
TNV,Công ty Cổ phần Thống Nhất Hà Nội,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng cá nhân,CT,3000,3700,3760,3767
TQN,Công ty Cổ phần Thông Quảng Ninh,Lâm nghiệp và Giấy,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,CT,1000,1700,1730,1733
TSD,Công ty Cổ phần Du lịch Trường Sơn Coecco,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
VAF,Công ty Cổ phần Phân lân nung chảy Văn Điển,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
THS,Công ty Cổ phần Thanh Hoa Sông Đà,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,CT,5000,5300,5370,5373
TJC,Công ty Cổ phần Dịch vụ Vận tải và Thương mại,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
THT,Công ty Cổ phần Than Hà Tu - Vinacomin,Khai khoáng,Tài nguyên Cơ bản,Khai thác Than,CT,1000,1700,1770,1771
THU,Công ty Cổ phần Môi trường và Công trình đô thị Thanh Hóa,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
TAN,Công ty Cổ phần Cà phê Thuận An,Bia và đồ uống,Thực phẩm và đồ uống,Đồ uống & giải khát,CT,3000,3500,3530,3537
PAT,Công ty Cổ phần Phốt pho Apatit Việt Nam,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
TRT,Công ty Cổ phần RedstarCera,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
V12,Công ty Cổ phần Xây dựng số 12,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TOT,Công ty Cổ phần Transimex Logistics,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
TIE,Công ty Cổ phần TIE,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT,2000,2700,2730,2733
TIG,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
TV4,Công ty Cổ phần Tư vấn Xây dựng Điện 4,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT,2000,2700,2790,2791
TIP,Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
VAV,Công ty Cổ phần VIWACO,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
VBC,"Công ty Cổ phần Nhựa, Bao bì Vinh",Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
DTG,Công ty Cổ phần Dược phẩm Tipharco,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
TIS,Công ty Cổ phần Gang thép Thái Nguyên,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
TIX,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
VBH,Công ty Cổ phần Điện tử Bình Hòa,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT,2000,2700,2730,2733
TKC,Công ty Cổ phần Xây dựng và Kinh doanh Địa ốc Tân Kỷ,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
GDA,Công ty Cổ phần Tôn Đông Á,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
TKG,Công ty Cổ phần Sản xuất và Thương mại Tùng Khánh,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
TKU,Công ty Cổ phần Công nghiệp Tung Kuang,Kim loại,Tài nguyên Cơ bản,Nhôm,CT,1000,1700,1750,1753
TLT,Công ty Cổ phần Viglacera Thăng Long,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TOP,Công ty Cổ phần Phân phối Top One,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,CT,5000,5300,5370,5373
TL4,Tổng Công ty Xây dựng Thủy lợi 4 - Công ty Cổ phần,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
BCF,Công ty Cổ phần Thực phẩm Bích Chi,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
VC1,Công ty Cổ phần Xây dựng số 1,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TSB,Công ty Cổ phần Ắc quy Tia Sáng,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT,2000,2700,2730,2733
VC2,Công ty Cổ phần Đầu tư và Xây dựng VINA2,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TTA,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
TYA,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT,2000,2700,2730,2733
TLD,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
TLG,Công ty Cổ phần Tập đoàn Thiên Long,Hàng gia dụng,Hàng cá nhân & Gia dụng,Đồ gia dụng một lần,CT,3000,3700,3720,3724
TTL,Tổng Công ty Thăng Long - Công ty Cổ phần,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VC3,Công ty Cổ phần Tập đoàn Nam Mê Kông,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",CT,8000,8600,8630,8637
TLH,Công ty Cổ phần Tập đoàn Thép Tiến Lên,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
